tweet_id,name,username,author_id,key_term,text,possibly_sensitive,lang,created_at,retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,conversation_id
1697129193992016368,الدكتورة بيسان الهاشمي,bircearslans3rt,778156644727418882,1697128981256929348,"@DXBMediaOffice @DigitalDubai 😍جديد 😍
اقوى وافضل أنواع المقويات للعلاقة الزوجية 
♀️♂️
وبكافة الأنواع 👇

➖كريمات تكبير 

✔️حبوب آمنة 🤞

✨بخاخ 

اجهزة للتكبير 🌀

علكة ° وقطرات 

🛒والمزيد من المنتجات المرغوب بها 🛒 

💬تواصل معي وستجد ما يسرك 💬

🔛قم بزيارة حسابي 📲",False,ar,2023-08-31T06:08:25.000Z,0,0,0,0,0,13,1697128981256929348
1697142134149714263,د/ أم سـٰامي 🩺,meenabq109,2233778060,1697142116294467602,"@UAE_Network 😍جديد 😍
اقوى وافضل أنواع المقويات للعلاقة الزوجية 
♀️♂️
وبكافة الأنواع 👇

➖كريمات تكبير 

✔️حبوب آمنة 🤞

✨بخاخ 

اجهزة للتكبير 🌀

علكة ° وقطرات 

🛒والمزيد من المنتجات المرغوب بها 🛒 

💬تواصل معي وستجد ما يسرك 💬

🔛قم بزيارة حسابي 📲",False,ar,2023-08-31T06:59:50.000Z,0,0,0,0,0,0,1697142116294467602
1697120529629532637,الدكتوره // عنود السالمي 💫,ozbekbulentzvxz,778104458794397696,1697120414827159906,"@UAE_Network 😍جديد 😍
اقوى وافضل أنواع المقويات للعلاقة الزوجية 
♀️♂️
وبكافة الأنواع 👇

➖كريمات تكبير 

✔️حبوب آمنة 🤞

✨بخاخ 

اجهزة للتكبير 🌀

علكة ° وقطرات 

🛒والمزيد من المنتجات المرغوب بها 🛒 

💬تواصل معي وستجد ما يسرك 💬

🔛قم بزيارة حسابي 📲",False,ar,2023-08-31T05:33:59.000Z,0,0,0,0,0,0,1697120414827159906
1697181243412979894,Ahmed Ali Taha,Mohamed45152030,1600301426382700546,1696934078522564632,@algentleuae الله يحفظ الامارات وشعبها وديم عليهم الأمن والأمان ويحميها من الخونه أمثال الشاعره المصريه فوزية شاهين التى تنتمى لصالح جماعه الاخوان المسلمين وتقوم  بجمع معلومات أمنية تخص الدوله وهى مرصوده لدى الجهات المختصة هى وباقى الخليه التى أيضا يشغلون مناصب فى النيابه والقضاء والتعليم,False,ar,2023-08-31T09:35:15.000Z,0,0,1,0,0,4,1696934078522564632
1697132465704337879,تسونامي,llxcw,887998289030905856,1696927953655939301,@3liAlra @roselloll مسلسل ونبيس ⏳,False,ar,2023-08-31T06:21:25.000Z,0,0,0,0,0,182,1696927953655939301
1696942856114450914,عبدالرحمن حسن السيّد🇦🇪,7mAnO_,241950073,1696927953655939301,@3liAlra صدق كان عبالي انها ديالا 😅😅😅😅,False,ar,2023-08-30T17:47:59.000Z,0,0,0,0,0,83,1696927953655939301
1696932850870681654,Nwarii,Nwarrii2112,925331739018448896,1696927953655939301,@3liAlra عشان قررت اقلل وقتي على التواصل الاجتماعي و اركز على عمري,False,ar,2023-08-30T17:08:13.000Z,0,0,0,0,0,101,1696927953655939301
1696945548169805927,abomansor,abomansor210761,1687111750314049536,1696918450260623480,"@emaratalyoum ❗ لِأول مرة..❗قناة فضائية عالمية تُحطم القيود و تتحدى الخطوط الحمراء في الوطن العربي؛ نعمل على إيصال أصواتكم لكل أرجاء العالم🌍 #قناة_ظهر_المهدي  :

https://t.co/a8dddhrKwP

https://t.co/Pxdieu6ZAB

تواصل البث المباشر ساعة 9 ليلاً بتوقيت مكة:
+447549834341 /تليجرام/واتساب",False,ar,2023-08-30T17:58:41.000Z,0,0,0,0,0,4,1696918450260623480
1696923883360731552,بـنْ غـيّـاث🇦🇪,BinGheyath,624040542,1696918450260623480,@emaratalyoum 👏🏼👏🏼👏🏼,False,qme,2023-08-30T16:32:35.000Z,0,0,0,0,0,114,1696918450260623480
1696918533530173928,مكتب المملكه للخدمات العامه,fyl30141686,1593633500791439360,1696918450260623480,"@emaratalyoum *☟الزكاة والدخل☟
*شركات مؤسسات*

*والدفع بعد الانجاز*
*تصفير الضريبه تصفير نهائي➥*
*أزالـة الفحص عن الضريبه➥*
*أزالـة الغرامـات؛؛؛؛☟*
*غرامات تاخير السداد➥*
*غرامة الضبط الميداني➥*
*شطب الرقم الضريبي➥*
*ازاله حمايه اجور*
*الغاء غرامات مكتب العمل*
للتواصل0591651213",False,ar,2023-08-30T16:11:20.000Z,0,0,0,0,0,5,1696918450260623480
1696918473832644950,Freddy Stein,FreddyStei64267,1694691050265141248,1696918450260623480,@emaratalyoum اجعل أموالك تذهب أبعد من ذلك احصل على ورق امريكي  بنصف التكلفة التواصل عبر الواتس اب 00380999819067.,False,ar,2023-08-30T16:11:06.000Z,0,0,0,0,0,5,1696918450260623480
